ACCOUNTCLIENTCATEGORY,ACCOUNTID,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,Amount,CREATEDDATE,Category,Close_Date,DAYSSINCELASTACTIVITY,FORECASTCATEGORY,ID,ISCLOSED,ISWON,LEADSOURCE,LastProcessedDate,OWNERID,Opportunity_Age,Opportunity_GoldenId,Opportunity_Name,Opportunity_Owner,PROBABILITY,STAGESORTORDER,Stage_Name
Preferred,0015f00000FJXpIAAX,Millennials,Lester Ernser,34100,2022-05-02 00:00:00,Home Equity,2022-07-31 00:00:00,865,Best Case,0065f0000089iFDAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxcAAA,320,006Dm000003RqgcIAC,Lester Ernser - Loan - 5200,Allen Advisor,0.52,1,3. Credit Review
Preferred,0015f00000FJYKWAA5,High Net Worth Families,Ai Upton,324800,2022-04-13 00:00:00,Residential,2022-08-01 00:00:00,429,Commit,0065f0000089iG2AAI,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074jxdAAA,340,006Dm000003RqgcIAC,Ai Upton - Mortgage - 324800,Allen Advisor,0.77,4,4. Underwriting
Preferred,0015f00000FJYKWAA5,Affluent Professionals,Genevie Beer,99700,2022-04-26 00:00:00,Home Equity,2022-08-04 00:00:00,230,Best Case,0065f0000089iINAAY,FALSE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxcAAA,238,006Dm000003RqgcIAC,Genevie Beer - Loan - 23500,Brenda Banker,0.58,2,2. Qualification
Preferred,0015f00000FJXoeAAH,Mass Market,Mrs. Lisa Pagac,229200,2022-04-16 00:00:00,Residential,2022-08-04 00:00:00,914,Closed,0065f0000089iJUAAY,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,396,006Dm000003RqgcIAC,Mrs. Lisa Pagac - Mortgage - 229200,Allen Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXovAAH,Retired,Ninfa Barrows,302800,2022-04-11 00:00:00,Residential,2022-08-09 00:00:00,722,Closed,0065f0000089iFfAAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxgAAA,288,006Dm000003RqgcIAC,Ninfa Barrows - Mortgage - 302800,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXovAAH,Mass Market,Mr. Arnulfo Wiegand,141100,2022-04-22 00:00:00,Home Equity,2022-08-10 00:00:00,722,Closed,0065f0000089iE6AAI,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074jxgAAA,304,006Dm000003RqgcIAC,Mr. Arnulfo Wiegand - Loan - 11200,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXpXAAX,Affluent Professionals,Dr. Stuart Vandervort,407800,2022-05-02 00:00:00,Residential,2022-08-10 00:00:00,565,Closed,0065f0000089iErAAI,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074jxcAAA,374,006Dm000003RqgcIAC,Dr. Stuart Vandervort - Mortgage - 407800,Brenda Banker,0.64,2,2. Qualification
Preferred,0015f00000FJXpLAAX,Mass Market,Leslie Hodkiewicz,354800,2022-04-14 00:00:00,Residential,2022-08-12 00:00:00,333,Closed,0065f0000089iEcAAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxdAAA,348,006Dm000003RqgcIAC,Leslie Hodkiewicz - Mortgage - 354800,Chelsea Advisor,1,5,5. Closed Won
Regular,0015f00000FJXouAAH,Mass Market,Lucius Kutch,110800,2022-05-01 00:00:00,Home Equity,2022-08-19 00:00:00,775,Closed,0065f0000089iI8AAI,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxlAAA,246,006Dm000003RqgcIAC,Lucius Kutch - Loan - 8100,Chelsea Advisor,1,5,5. Closed Won
Preferred,0015f00000FJYOQAA5,High Net Worth Families,Luis Corkery PhD,35000,2022-05-14 00:00:00,Home Equity,2022-08-22 00:00:00,354,Commit,0065f0000089iIjAAI,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,240,006Dm000003RqgcIAC,Luis Corkery PhD - Loan - 23600,Allen Advisor,0.86,4,4. Underwriting
Preferred,0015f00000FJXpYAAX,High Net Worth Families,Otha Hilpert II,164100,2022-04-24 00:00:00,Residential,2022-08-22 00:00:00,485,Closed,0065f0000089iI2AAI,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074jxdAAA,340,006Dm000003RqgcIAC,Otha Hilpert II - Mortgage - 164100,Brenda Banker,1,5,5. Closed Won
Regular,0015f00000FJYOXAA5,Mass Market,Leisa Schoen,457800,2022-05-27 00:00:00,Residential,2022-09-04 00:00:00,448,Closed,0065f0000089iIrAAI,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,274,006Dm000003RqgcIAC,Leisa Schoen - Mortgage - 457800,Allen Advisor,1,5,5. Closed Won
Regular,0015f00000FJXpUAAX,Mass Market,Maria Prosacco,321800,2022-05-15 00:00:00,Residential,2022-09-12 00:00:00,493,Omitted,0065f0000089iNLAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxcAAA,362,006Dm000003RqgcIAC,Maria Prosacco - Mortgage - 321800,Brenda Banker,0.64,2,3. Credit Review
Preferred,0015f00000FJYJpAAP,Retired,Gary Friesen,237100,2022-05-15 00:00:00,Residential,2022-09-12 00:00:00,464,Closed,0065f000002PL8aAAG,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jyFAAQ,371,006Dm000003RqgcIAC,Gary Friesen - Mortgage - 237100,Brenda Banker,1,5,5. Closed Won
Preferred,0015f00000FJXpdAAH,Affluent Professionals,Miss Micah Fritsch,82400,2022-05-28 00:00:00,Home Equity,2022-09-15 00:00:00,904,Commit,0065f0000089iGbAAI,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074jxlAAA,212,006Dm000003RqgcIAC,Miss Micah Fritsch - Loan - 10500,Mark Garet,0.84,4,4. Underwriting
Preferred,0015f00000FJYJxAAP,Retired,Miss Deb Blanda,193900,2022-06-09 00:00:00,Residential,2022-09-17 00:00:00,377,Closed,0065f0000089iK6AAI,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074k1WAAQ,213,006Dm000003RqgcIAC,Miss Deb Blanda - Mortgage - 193900,Chelsea Advisor,1,5,5. Closed Won
Preferred,0015f00000FJXpYAAX,Retired,Janella Brekke,483400,2022-05-31 00:00:00,Residential,2022-09-18 00:00:00,613,Omitted,0065f0000089iDPAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxdAAA,232,006Dm000003RqgcIAC,Janella Brekke - Mortgage - 483400,Allen Advisor,,6,6. Closed Lost
Regular,0015f00000FJXonAAH,Mass Market,Laverne Cartwright Jr.,96000,2022-05-28 00:00:00,Home Equity,2022-09-25 00:00:00,292,Commit,0065f0000089iIiAAI,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f000005glsHAAQ,201,006Dm000003RqgcIAC,Laverne Cartwright Jr. - Loan - 13900,Mark Garet,0.76,4,4. Underwriting
Preferred,0015f00000FJY3VAAX,Affluent Professionals,Missy Auer,393500,2022-06-01 00:00:00,Residential,2022-09-29 00:00:00,1004,Omitted,0065f0000089iDDAAY,TRUE,FALSE,Website,2022-09-05 00:00:00,0055f0000074jxUAAQ,362,006Dm000003RqgcIAC,Missy Auer - Mortgage - 393500,Mark Garet,,6,6. Closed Lost
Regular,0015f00000FJY3UAAX,High Net Worth Families,Deanna Gottlieb,267400,2022-06-13 00:00:00,Residential,2022-10-11 00:00:00,690,Closed,0065f0000089iDCAAY,TRUE,TRUE,Website,2022-09-05 00:00:00,0055f0000074jxUAAQ,207,006Dm000003RqgcIAC,Deanna Gottlieb - Mortgage - 267400,Chelsea Advisor,1,5,5. Closed Won
