ConvertedOppAmount,CreatedDate,IsConverted,LastProcessedDate,LeadActivities,LeadSource,Name,Owner,Owner_Name,Owner_SmallPhotoUrl,Rating,Status
,2022-10-21,TRUE,2023-11-29,5,Employee Referral,Charmian Elphee,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Nurturing - Contacted
33000,2022-11-04,FALSE,2023-11-29,15,Advertisement,Kandy Milsap,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working
,2022-10-20,FALSE,2023-11-29,7,Other,Shelia Wrathmall,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,New
,2022-10-28,FALSE,2023-11-29,,Other,Celisse Dudny,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Converted
,2022-11-05,TRUE,2023-11-29,9,Advertisement,Valentine Niven,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
63000,2022-10-17,FALSE,2023-11-29,,Other,Dacey Thick,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working  - Contacted
,2022-10-24,FALSE,2023-11-29,18,Purchased List,Carin Christescu,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Nurturing
,2022-11-03,FALSE,2023-11-29,10,Employee Referral,Odo Shiel,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
50000,2022-11-09,TRUE,2023-11-29,5,Employee Referral,Yasmin Stark,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Working
,2022-10-25,FALSE,2023-11-29,14,Advertisement,Emmerich Kinder,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Qualified
,2022-11-03,FALSE,2023-11-29,24,Employee Referral,Gail Cassedy,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-17,FALSE,2023-11-29,14,Other,Preston Rudkin,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
,2022-10-21,FALSE,2023-11-29,5,Other,Once,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Nurturing - Contacted
,2022-11-09,TRUE,2023-11-29,14,Trade Show,Matteo Rizzi,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
38000,2022-11-04,FALSE,2023-11-29,8,Other,Alyosha Ivanin,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Qualified
,2022-11-01,FALSE,2023-11-29,9,Employee Referral,Cori Tomkies,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-10-23,FALSE,2023-11-29,5,Advertisement,Morty Blazic,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working  - Contacted
,2022-10-19,TRUE,2023-11-29,6,Other,Columbus,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-10-28,FALSE,2023-11-29,7,Employee Referral,Sven Bowling,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-11-08,FALSE,2023-11-29,,Other,Barthel Wettern,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-10-14,TRUE,2023-11-29,,Other,David Adelson (Sample),Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Converted
,2022-11-04,FALSE,2023-11-29,,Purchased List,Cherlyn Hick,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing
,2022-10-29,FALSE,2023-11-29,13,Advertisement,Dong Investment 1,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
30000,2022-10-24,FALSE,2023-11-29,6,Employee Referral,Kaitlin Karlik,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Nurturing - Contacted
,2022-10-16,FALSE,2023-11-29,18,Other,Patra,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
,2022-11-09,TRUE,2023-11-29,7,Employee Referral,Olenolin Calafate,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-10-28,FALSE,2023-11-29,10,Purchased List,Manisha Jha (Sample),G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
38000,2022-10-22,FALSE,2023-11-29,6,Advertisement,Janey Bloodworthe,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Qualified
,2022-11-09,TRUE,2023-11-29,8,Other,Salim Warnock,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working  - Contacted
,2022-10-16,FALSE,2023-11-29,9,Trade Show,Thaxter Willgrass,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing
12600,2022-10-22,FALSE,2023-11-29,6,Other,Keefe Trevaskis,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
,2022-11-01,FALSE,2023-11-29,9,Employee Referral,Lark Grasha,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
,2022-10-15,FALSE,2023-11-29,9,Advertisement,Donna,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Qualified
105000,2022-10-27,TRUE,2023-11-29,5,Employee Referral,Rowling,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-11-07,FALSE,2023-11-29,12,Other,Mina Ilyushkin,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Converted
,2022-11-03,FALSE,2023-11-29,9,Purchased List,Earle Kitley,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working  - Contacted
,2022-10-23,FALSE,2023-11-29,,Employee Referral,Reilly de Chastelain,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,New
,2022-11-08,TRUE,2023-11-29,5,Other,Saxon Chawner,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing
79000,2022-11-01,FALSE,2023-11-29,9,Advertisement,Reina Pitney,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Converted
,2022-10-17,FALSE,2023-11-29,14,Other,Si Searson,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
,2022-11-07,FALSE,2023-11-29,20,Other,Waiter Scimonelli,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
25000,2022-10-16,TRUE,2023-11-29,5,Other,Cameron Guisler,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing - Contacted
21000,2022-10-31,FALSE,2023-11-29,8,Employee Referral,Jasmin Lorroway,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working  - Contacted
34000,2022-10-23,FALSE,2023-11-29,5,Advertisement,Riane Seakin,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-10-25,FALSE,2023-11-29,7,Other,Keelby O'Heffernan,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-10-31,TRUE,2023-11-29,14,Purchased List,Jaimie Paradin,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
,2022-10-16,FALSE,2023-11-29,13,Employee Referral,Neile Grunnill,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing
,2022-11-07,FALSE,2023-11-29,7,Trade Show,Cindi Hail,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-11-10,FALSE,2023-11-29,5,Other,Darlleen Land,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
,2022-10-30,TRUE,2023-11-29,19,Employee Referral,Lindsey Cramphorn,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
19000,2022-10-18,FALSE,2023-11-29,6,Other,Renaud Harborow,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Qualified
,2022-10-22,FALSE,2023-11-29,15,Other,Gottfried Egiloff,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-02,FALSE,2023-11-29,11,Advertisement,Aretha Chstney,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Cold,Working  - Contacted
45000,2022-10-26,TRUE,2023-11-29,18,Other,Sven Shearston,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Qualified
,2022-11-05,FALSE,2023-11-29,10,Employee Referral,Adam Richman (Sample),G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-10-16,FALSE,2023-11-29,10,Purchased List,Ana Franzolini,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working
112000,2022-11-05,TRUE,2023-11-29,24,Employee Referral,Auberta Annott,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Converted
60000,2022-11-03,FALSE,2023-11-29,9,Advertisement,Wallis Rosindill,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working  - Contacted
,2022-11-06,FALSE,2023-11-29,13,Other,Caz Probet,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,New
77000,2022-10-18,FALSE,2023-11-29,8,Employee Referral,Percy Mattheissen,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-29,FALSE,2023-11-29,15,Other,Jordana Baigent,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Converted
,2022-10-21,TRUE,2023-11-29,17,Other,Radcliffe,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Nurturing - Contacted
,2022-10-24,FALSE,2023-11-29,14,Employee Referral,Lenard Laden,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing - Contacted
,2022-11-05,FALSE,2023-11-29,13,Trade Show,Rosalind Stockall,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
,2022-10-22,TRUE,2023-11-29,9,Advertisement,Burnaby Kruszelnicki,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working  - Contacted
,2022-10-14,FALSE,2023-11-29,15,Other,Tammara De Beauchamp,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
12000,2022-10-31,FALSE,2023-11-29,20,Advertisement,Emili Shippam,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
58000,2022-11-07,FALSE,2023-11-29,10,Other,Gracia Rudman,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working
,2022-10-31,FALSE,2023-11-29,22,Employee Referral,Gretel Metts,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-22,TRUE,2023-11-29,13,Purchased List,Mehetabel Gherardesci,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Converted
144000,2022-10-18,FALSE,2023-11-29,12,Employee Referral,Nikaniki McRory,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Nurturing - Contacted
50000,2022-11-02,FALSE,2023-11-29,15,Other,Mohandas Plet,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Nurturing
,2022-10-23,TRUE,2023-11-29,7,Other,Davey Aickin,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Working  - Contacted
,2022-11-04,FALSE,2023-11-29,8,Employee Referral,Harmony Hanscome,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working
,2022-11-10,FALSE,2023-11-29,14,Other,Janela Staig,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Qualified
,2022-10-31,FALSE,2023-11-29,22,Purchased List,Demott Puve,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
29000,2022-10-22,FALSE,2023-11-29,6,Advertisement,Annalee Beadell,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-10-18,TRUE,2023-11-29,13,Other,Sylvester Chittem,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-10,FALSE,2023-11-29,10,Other,Anne Fernie,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Working  - Contacted
,2022-10-17,FALSE,2023-11-29,8,Trade Show,Simeon While,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Converted
,2022-10-28,FALSE,2023-11-29,11,Employee Referral,Ringo Strotone,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
,2022-11-08,TRUE,2023-11-29,10,Advertisement,Williams,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,New
25000,2022-10-16,FALSE,2023-11-29,8,Employee Referral,Marice Beasley,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,New
,2022-10-26,FALSE,2023-11-29,15,Advertisement,Arman Hutchence,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
,2022-10-22,FALSE,2023-11-29,5,Other,Blair Maden,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Cold,Qualified
,2022-11-01,TRUE,2023-11-29,8,Purchased List,Elianora Jedrychowski,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-11-08,FALSE,2023-11-29,25,Other,Dexter Middlemass,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-10-16,FALSE,2023-11-29,5,Employee Referral,Luci Witson,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Nurturing
,2022-10-27,TRUE,2023-11-29,,Employee Referral,Evangelia Ricker,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-04,FALSE,2023-11-29,15,Other,Yves Ortet,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing
,2022-11-03,FALSE,2023-11-29,6,Advertisement,Ken Leebetter,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
,2022-10-14,FALSE,2023-11-29,7,Other,Eastwood,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Nurturing - Contacted
,2022-11-10,TRUE,2023-11-29,25,Employee Referral,Abbe Folds,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Converted
,2022-11-03,FALSE,2023-11-29,18,Other,Traci Francescotti,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,New
,2022-10-22,FALSE,2023-11-29,5,Advertisement,Buddy Ibbison,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Working  - Contacted
,2022-11-03,FALSE,2023-11-29,7,Purchased List,Caleb Greathead,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working  - Contacted
,2022-10-23,FALSE,2023-11-29,25,Other,Ric Agates,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Qualified
70500,2022-10-20,TRUE,2023-11-29,25,Trade Show,Nickey Spon,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
,2022-11-07,FALSE,2023-11-29,5,Employee Referral,Venita Lowdyane,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing
99000,2022-11-03,FALSE,2023-11-29,5,Employee Referral,Silvana Babin,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
110000,2022-10-17,TRUE,2023-11-29,14,Other,Mata Healks,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Converted
,2022-10-22,FALSE,2023-11-29,8,Other,Phillipe Symmers,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Working  - Contacted
,2022-10-31,FALSE,2023-11-29,6,Other,Brynna Chritchley,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-11-08,FALSE,2023-11-29,7,Advertisement,Kubrik,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
80000,2022-10-27,TRUE,2023-11-29,5,Employee Referral,Rufe Dooly,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Working
,2022-11-03,FALSE,2023-11-29,19,Other,Theresa,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-11-04,FALSE,2023-11-29,25,Advertisement,Marcelline Copping,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working  - Contacted
,2022-11-09,FALSE,2023-11-29,6,Other,Dew Phripp,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Nurturing - Contacted
,2022-10-24,FALSE,2023-11-29,10,Purchased List,Brady Hutsby,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,New
,2022-11-01,TRUE,2023-11-29,6,Employee Referral,Adelice Kennealy,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
29000,2022-10-16,FALSE,2023-11-29,24,Other,Eldin Best,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Qualified
,2022-11-05,FALSE,2023-11-29,15,Employee Referral,Cobain,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-18,FALSE,2023-11-29,10,Trade Show,Kali Tillman,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Converted
,2022-10-23,TRUE,2023-11-29,11,Advertisement,Pattison,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working
,2022-10-28,FALSE,2023-11-29,23,Other,Forrester Dodridge,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working  - Contacted
,2022-10-18,FALSE,2023-11-29,10,Employee Referral,Cheryl Linskill,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing - Contacted
,2022-11-06,FALSE,2023-11-29,14,Other,Axel Filipic,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,New
100000,2022-10-22,TRUE,2023-11-29,6,Purchased List,Theresita Biffin,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Converted
,2022-10-31,FALSE,2023-11-29,5,Advertisement,Delores Saltman,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,Nurturing
28000,2022-10-17,FALSE,2023-11-29,19,Other,Jamie Ramsdell,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
,2022-10-22,FALSE,2023-11-29,,Other,Florance Blaydes,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Working  - Contacted
19000,2022-10-31,TRUE,2023-11-29,13,Employee Referral,Disney,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
25000,2022-11-07,FALSE,2023-11-29,23,Advertisement,Moselle Cisland,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Qualified
,2022-10-20,FALSE,2023-11-29,8,Employee Referral,Nem,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Nurturing
,2022-11-09,FALSE,2023-11-29,,Other,Maryellen Beynke,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Working
,2022-11-01,TRUE,2023-11-29,5,Other,Gaga,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Converted
,2022-11-07,FALSE,2023-11-29,5,Employee Referral,Danit Marchant,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Qualified
,2022-10-14,FALSE,2023-11-29,14,Trade Show,Winfrey,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,Converted
,2022-10-26,FALSE,2023-11-29,8,Purchased List,JFox,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Nurturing
,2022-10-31,TRUE,2023-11-29,6,Other,Jami de Lloyd,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Working  - Contacted
,2022-10-22,FALSE,2023-11-29,6,Employee Referral,Godard Starmont,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing - Contacted
,2022-11-04,FALSE,2023-11-29,22,Advertisement,Diana Sandhill,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Nurturing
44000,2022-10-31,TRUE,2023-11-29,15,Other,Rowland Hazleton,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Hot,Working
,2022-10-19,FALSE,2023-11-29,9,Other,Melinde Backshall,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Cold,Converted
,2022-11-07,FALSE,2023-11-29,6,Advertisement,Neddy Kleinplac,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Warm,Qualified
,2022-10-24,FALSE,2023-11-29,11,Employee Referral,Hanks,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Nurturing - Contacted
,2022-10-16,TRUE,2023-11-29,14,Other,Juliann Sotheron,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Hot,New
,2022-10-30,FALSE,2023-11-29,20,Purchased List,Lana Crowch,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working
37000,2022-11-06,FALSE,2023-11-29,12,Employee Referral,Frans Durtnell,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Qualified
,2022-10-22,FALSE,2023-11-29,13,Other,Reagen Horsewood,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Warm,New
29000,2022-11-03,FALSE,2023-11-29,5,Other,Marci Scarsbrooke,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Cold,Working  - Contacted
,2022-11-06,TRUE,2023-11-29,16,Employee Referral,Irvin Dillicate,Qianwen Dong,Justin Chen,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T,Warm,Converted
21000,2022-10-17,FALSE,2023-11-29,10,Advertisement,Nedi Oakman,Deepu CSEG,Tawnia Williams,https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T,Hot,Converted
,2022-10-27,FALSE,2023-11-29,7,Other,Dee dee Bagley,R CSEG,Sofia Lopez,https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T,Warm,Converted
,2022-11-01,FALSE,2023-11-29,15,Employee Referral,Clyde Dunridge,G M,Thomas Oliver,https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T,Hot,Nurturing
